symbol,cvm_code,long_name,short_name,floatShares,website,sectorKey,sector,industry,country,fax,cep,CVM_CODE
SYNE3.SA,"2334    21040
2335    21040
Name: CD_CVM, dtype: int64",Syn Prop & Tech S.A.,SYN PROP TECON      NM,36914006.0,https://www.syn.com.br/en,Real Estate,Real Estate,Real Estate - Diversified,Brazil,55 11 3018 7680,04538-132,21040.0
TAEE11.SA,"2451    20257
2452    20257
Name: CD_CVM, dtype: int64",Transmissora Aliança de Energia Elétrica S.A.,TAESA       UNT     N2,344498907.0,https://institucional.taesa.com.br/,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,,20257.0
TAEE3.SA,"2451    20257
2452    20257
Name: CD_CVM, dtype: int64",Transmissora Aliança de Energia Elétrica S.A.,TAESA       ON      N2,344498907.0,https://institucional.taesa.com.br/,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,,20257.0
TAEE4.SA,"2451    20257
2452    20257
Name: CD_CVM, dtype: int64",Transmissora Aliança de Energia Elétrica S.A.,TAESA       PN      N2,344498907.0,https://institucional.taesa.com.br/,Utilities,Utilities,Utilities - Regulated Electric,Brazil,,,20257.0
TASA3.SA,"2343    6173
2344    6173
Name: CD_CVM, dtype: int64",Taurus Armas S.A.,TAURUS ARMASON      N2,60774806.0,https://www.taurusarmas.com.br,Industrials,Industrials,Aerospace & Defense,Brazil,,93035-411,6173.0
TASA4.SA,"2343    6173
2344    6173
Name: CD_CVM, dtype: int64",Taurus Armas S.A.,TAURUS ARMASPN      N2,60774806.0,https://www.taurusarmas.com.br,Industrials,Industrials,Aerospace & Defense,Brazil,,93035-411,6173.0
TCSA3.SA,"2356    20435
2357    20435
Name: CD_CVM, dtype: int64",Tecnisa S.A.,TECNISA     ON      NM,45177177.0,https://www.tecnisa.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,,,20435.0
TECN3.SA,"2354    22519
Name: CD_CVM, dtype: int64",Technos S.A.,TECHNOS     ON      NM,10769495.0,https://www.grupotechnos.com.br,Consumer Cyclical,Consumer Cyclical,Luxury Goods,Brazil,,,22519.0
TEKA3.SA,"2365    11223
Name: CD_CVM, dtype: int64",Teka Tecelagem Kuehnrich S.A.,TEKA        ON,400557.0,https://www.teka.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,,89052-900,11223.0
TEKA4.SA,"2365    11223
Name: CD_CVM, dtype: int64",Teka Tecelagem Kuehnrich S.A.,TEKA        PN,400557.0,https://www.teka.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,,89052-900,11223.0
TELB3.SA,,Telecomunicações Brasileiras S.A. - Telebras,TELEBRAS    ON,6517590.0,https://www.telebras.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,70610-440,11258.0
TELB4.SA,,Telecomunicações Brasileiras S.A. - Telebras,TELEBRAS    PN,6517590.0,https://www.telebras.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,70610-440,11258.0
TEND3.SA,"907    21148
Name: CD_CVM, dtype: int64",Construtora Tenda S.A.,TENDA       ON      NM,86365385.0,https://www.tenda.com,Real Estate,Real Estate,Real Estate - Development,Brazil,,01010-001,21148.0
TFCO4.SA,"2445    25208
Name: CD_CVM, dtype: int64",Track & Field Co S.A.,TRACK FIELD PN  EJ  N2,53333855.0,https://www.tfco.com.br,Consumer Cyclical,Consumer Cyclical,Apparel Retail,Brazil,,04543-121,25208.0
TGMA3.SA,"2363    20800
Name: CD_CVM, dtype: int64",Tegma Gestão Logística S.A.,TEGMA       ON      NM,25695950.0,https://www.tegma.com.br,Industrials,Industrials,Trucking,Brazil,,09820-655,20800.0
TIMS3.SA,"96      21490
98      26433
266      1309
550     13854
1009     6076
1298    25321
1327    24392
1328    24392
1460     6041
1461    18775
1462    18775
1716     8540
1737     8753
1854    25534
2050    26964
2431    27090
2434    24929
2444    19330
2460     8192
2591    27189
2615    27111
2616    20001
Name: CD_CVM, dtype: int64",TIM S.A.,TIM         ON  EJ  NM,2514523868.0,https://www.tim.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,22775-057,21490.0
TKNO4.SA,,Tekno S.A. Indústria e Comércio,TEKNO       PN  EJ,366413.0,https://teknokroma.com.br,Basic Materials,Basic Materials,Steel,Brazil,,02060-040,11231.0
TOTS3.SA,"2443    19992
Name: CD_CVM, dtype: int64",TOTVS S.A.,TOTVS       ON      NM,505361322.0,https://www.totvs.com,Technology,Technology,Software - Application,Brazil,,02511-00,19992.0
TPIS3.SA,,Triunfo Participações e Investimentos S.A.,TRIUNFO PARTON  ED  NM,11415867.0,https://www.triunfo.com,Industrials,Industrials,Infrastructure Operations,Brazil,55 11 2169 3969,04551-000,19330.0
TRAD3.SA,"955     23981
1025    18597
1026    18597
1457    18589
2345    26077
2348    24066
2613    15741
2614    16551
Name: CD_CVM, dtype: int64",TC S.A.,TC          ON      NM,21906288.0,https://tc.com.br,Technology,Technology,Software - Application,Brazil,,04542-100,23981.0
TRIS3.SA,"2466    21130
2467    21130
Name: CD_CVM, dtype: int64",Trisul S.A.,TRISUL      ON      NM,61992929.0,https://www.trisul-sa.com.br,Real Estate,Real Estate,Real Estate Services,Brazil,,01311-902,21130.0
TRPL3.SA,,ISA Energía Brasil S.A,TRAN PAULISTON      N1,187373234.0,https://www.isacteep.com.br,Utilities,Utilities,Utilities - Independent Power Producers,Brazil,55 11 3138 7046,04794-000,18376.0
TRPL4.SA,,ISA Energía Brasil S.A,TRAN PAULISTPN      N1,187373234.0,https://www.isacteep.com.br,Utilities,Utilities,Utilities - Independent Power Producers,Brazil,55 11 3138 7046,04794-000,18376.0
TTEN3.SA,,Três Tentos Agroindustrial S/A,3TENTOS     ON      NM,113315715.0,https://www.3tentos.com.br,Basic Materials,Basic Materials,Agricultural Inputs,Brazil,,98240-000,25950.0
TUPY3.SA,"2486    6343
Name: CD_CVM, dtype: int64",Tupy S.A.,TUPY        ON      NM,66413463.0,https://www.tupy.com.br,Industrials,Industrials,Metal Fabrication,Brazil,,89227-901,6343.0
TXRX3.SA,"2426    7544
Name: CD_CVM, dtype: int64",Têxtil Renauxview S.A.,TEX RENAUX  ON,632972.0,https://www.renauxview.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,55 47 3255 1001,88351-020,7544.0
TXRX4.SA,"2426    7544
Name: CD_CVM, dtype: int64",Têxtil Renauxview S.A.,TEX RENAUX  PN,632972.0,https://www.renauxview.com.br,Consumer Cyclical,Consumer Cyclical,Textile Manufacturing,Brazil,55 47 3255 1001,88351-020,7544.0
UCAS3.SA,"2504    22780
Name: CD_CVM, dtype: int64",Unicasa Indústria de Móveis S.A.,UNICASA     ON      NM,29340363.0,https://www.unicasamoveis.com.br,Consumer Cyclical,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Brazil,,95707-540,22780.0
UGPA3.SA,"2492    18465
Name: CD_CVM, dtype: int64",Ultrapar Participações S.A.,ULTRAPAR    ON      NM,702901071.0,https://www.ultra.com.br,Energy,Energy,Oil & Gas Refining & Marketing,Brazil,,01317-910,18465.0
UNIP3.SA,"2509    11592
2510    11592
Name: CD_CVM, dtype: int64",Unipar Carbocloro S.A.,UNIPAR      ON,61483806.0,https://www.unipar.com,Basic Materials,Basic Materials,Chemicals,Brazil,,04543-011,11592.0
UNIP5.SA,"2509    11592
2510    11592
Name: CD_CVM, dtype: int64",Unipar Carbocloro S.A.,UNIPAR      PNA,61483806.0,https://www.unipar.com,Basic Materials,Basic Materials,Chemicals,Brazil,,04543-011,11592.0
UNIP6.SA,"2509    11592
2510    11592
Name: CD_CVM, dtype: int64",Unipar Carbocloro S.A.,UNIPAR      PNB,61483806.0,https://www.unipar.com,Basic Materials,Basic Materials,Chemicals,Brazil,,04543-011,11592.0
USIM3.SA,,Usinas Siderúrgicas de Minas Gerais S.A.,USIMINAS    ON      N1,494568142.0,https://www.usiminas.com,Basic Materials,Basic Materials,Steel,Brazil,,30110-044,14320.0
USIM5.SA,,Usinas Siderúrgicas de Minas Gerais S.A.,USIMINAS    PNA     N1,494568142.0,https://www.usiminas.com,Basic Materials,Basic Materials,Steel,Brazil,,30110-044,14320.0
USIM6.SA,,Usinas Siderúrgicas de Minas Gerais S.A.,USIMINAS    PNB     N1,494568142.0,https://www.usiminas.com,Basic Materials,Basic Materials,Steel,Brazil,,30110-044,14320.0
VALE3.SA,"2533    4170
2534    4170
Name: CD_CVM, dtype: int64",Vale S.A.,VALE        ON      NM,3982671501.0,https://www.vale.com,Basic Materials,Basic Materials,Other Industrial Metals & Mining,Brazil,,22250-145,4170.0
VAMO3.SA,"2539    24716
Name: CD_CVM, dtype: int64","Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.",VAMOS       ON  EX  NM,487857880.0,https://grupovamos.com.br,Industrials,Industrials,Rental & Leasing Services,Brazil,,04530-001,24716.0
VBBR3.SA,"2563    24295
2564    24295
Name: CD_CVM, dtype: int64",Vibra Energia S.A.,VIBRA       ON  EJ  NM,1114496741.0,https://www.vibraenergia.com.br,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Brazil,,20211-140,24295.0
VITT3.SA,"2580    25763
Name: CD_CVM, dtype: int64",Vittia S.A.,VITTIA      ON      NM,55010875.0,https://vittia.com.br,Basic Materials,Basic Materials,Agricultural Inputs,Brazil,,14600-000,25763.0
VIVA3.SA,"2581    24805
Name: CD_CVM, dtype: int64",Vivara Participações S.A.,VIVARA S.A. ON      NM,116103796.0,https://www.vivara.com.br,Consumer Cyclical,Consumer Cyclical,Luxury Goods,Brazil,,04719-901,24805.0
VIVR3.SA,"2583    20702
Name: CD_CVM, dtype: int64",Viver Incorporadora e Construtora S.A.,VIVER       ON      NM,25648591.0,https://www.viver.com.br,Real Estate,Real Estate,Real Estate - Development,Brazil,,01452-921,20702.0
VIVT3.SA,"2387    17671
Name: CD_CVM, dtype: int64",Telefônica Brasil S.A.,TELEF BRASILON  EJ,388383140.0,https://www.telefonica.com.br,Communication Services,Communication Services,Telecom Services,Brazil,,04571-936,17671.0
VLID3.SA,"2536    20028
Name: CD_CVM, dtype: int64",Valid Soluções S.A.,VALID       ON  EJ  NM,79995571.0,https://www.valid.com,Industrials,Industrials,Specialty Business Services,Brazil,,18052-445,20028.0
VTRU3.SA,"2579    27057
Name: CD_CVM, dtype: int64","Vitru Brasil Empreendimentos, Participações e Comércio S.A",VITRUEDUCA  ON      NM,134172428.0,https://www.vitru.com.br,Consumer Defensive,Consumer Defensive,Education & Training Services,Brazil,,88032-005,27057.0
VULC3.SA,"2595    11762
Name: CD_CVM, dtype: int64",Vulcabras S.A.,VULCABRAS   ON  ED  NM,101002532.0,https://www.vulcabrasri.com,Consumer Cyclical,Consumer Cyclical,Footwear & Accessories,Brazil,,13219-001,11762.0
VVEO3.SA,,CM Hospitalar S/A,VIVEO       ON      NM,221576560.0,https://www.mafrasaude.com.br,Healthcare,Healthcare,Medical Distribution,Brazil,,14072-055,25682.0
WEGE3.SA,"2599    5410
Name: CD_CVM, dtype: int64",WEG S.A.,WEG         ON  EJ  NM,1484916986.0,https://www.weg.net/institutional/BR/en/,Industrials,Industrials,Specialty Industrial Machinery,Brazil,,89256-900,5410.0
WEST3.SA,"2605    25518
Name: CD_CVM, dtype: int64",Westwing Comércio Varejista S.A.,WESTWING    ON      NM,80875650.0,https://www.westwing.com.br,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Brazil,,,25518.0
WHRL3.SA,"2608    14346
Name: CD_CVM, dtype: int64",Whirlpool S.A.,WHIRLPOOL   ON,24029548.0,https://www.whirlpool.com.br,Consumer Cyclical,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Brazil,,04183-090,14346.0
WHRL4.SA,"2608    14346
Name: CD_CVM, dtype: int64",Whirlpool S.A.,WHIRLPOOL   PN,24029548.0,https://www.whirlpool.com.br,Consumer Cyclical,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Brazil,,04183-090,14346.0
WIZC3.SA,"2611    23590
Name: CD_CVM, dtype: int64",Wiz Co Participações e Corretagem de Seguros S.A.,WIZ CO      ON      NM,75354708.0,https://wiz.co,Financial Services,Financial Services,Insurance Brokers,Brazil,,70712-903,23590.0
WLMM3.SA,,WLM Participações e Comércio de Máquinas e Veículos S.A.,WLM IND COM ON,5500436.0,https://www.wlm.com.br,Consumer Cyclical,Consumer Cyclical,Auto & Truck Dealerships,Brazil,,22210-901,11070.0
WLMM4.SA,,WLM Participações e Comércio de Máquinas e Veículos S.A.,WLM IND COM PN,5500436.0,https://www.wlm.com.br,Consumer Cyclical,Consumer Cyclical,Auto & Truck Dealerships,Brazil,,22210-901,11070.0
YDUQ3.SA,,Yduqs Participações S.A.,YDUQS PART  ON      NM,175043389.0,https://www.yduqs.com.br,Consumer Defensive,Consumer Defensive,Education & Training Services,Brazil,,,21016.0
ZAMP3.SA,"2624    24317
Name: CD_CVM, dtype: int64",Zamp S.A.,ZAMP S.A.   ON,81347813.0,https://zamp.com.br,Consumer Cyclical,Consumer Cyclical,Restaurants,Brazil,,,24317.0
